2,2,2,2,1,1271.981
3,5,2,4,4,1274.039
5,1,5,1,2,1274.087
7,3,9,2,3,1274.344
5,3,5,6,2,1276.001
1,3,5,3,1,1276.912
3,3,5,1,1,1277.82
3,3,3,4,2,1278.132
9,3,4,7,1,1279.175
7,5,6,9,5,1279.308
3,3,5,5,1,1279.636
2,6,6,5,1,1280.244
4,3,1,9,1,1280.642
3,4,6,1,1,1280.877
4,2,2,3,1,1281.211
6,2,3,7,4,1282.111
1,1,8,3,2,1283.815
7,6,5,2,1,1284.697
8,1,1,1,6,1285.907
4,1,5,2,3,1286.342
2,8,1,4,4,1286.392
7,4,6,5,4,1287.966
7,7,1,1,1,1289.407
6,4,3,7,2,1289.512
2,3,2,8,5,1289.646
1,5,6,8,3,1291.109
7,7,2,1,3,1291.514
7,7,1,2,2,1292.06
2,1,1,1,1,1292.43
3,6,1,1,2,1293.444
1,1,2,5,1,1294.807
4,8,3,4,2,1294.811
2,1,4,2,1,1295.92
7,3,1,3,2,1297.052
2,3,3,8,1,1297.212
4,1,2,8,2,1297.954
9,4,1,8,1,1298.312
2,6,6,3,1,1298.558
3,7,4,4,4,1298.667
1,3,3,3,2,1299.865
4,3,8,8,2,1300.089
6,1,2,3,6,1300.889
9,2,7,2,1,1301.146
1,4,1,6,1,1301.654
2,7,2,3,2,1302.743
6,6,7,2,1,1302.948
2,7,6,2,2,1304.141
3,2,1,5,4,1305.253
6,1,7,4,1,1305.355
1,1,7,3,3,1305.683
1,6,4,2,2,1306.418
2,3,4,4,1,1306.601
1,1,2,7,1,1307.199
3,7,4,4,1,1307.583
5,4,2,5,1,1308.281
3,4,6,1,2,1308.282
4,4,5,2,1,1308.563
3,1,1,8,1,1309.621
1,2,2,3,1,1309.657
5,6,1,2,2,1309.678
1,3,3,3,1,1310.007
2,2,1,1,2,1310.223
3,1,3,1,1,1311.692
2,7,2,4,1,1311.699
4,4,5,6,1,1311.757
3,9,6,2,2,1311.996
1,4,2,4,2,1312.578
1,7,1,1,2,1313.146
7,6,1,7,1,1313.252
1,3,6,1,2,1313.409
1,6,9,1,2,1313.739
1,8,2,1,3,1314.853
1,1,4,2,3,1315.044
3,7,2,5,1,1315.404
4,1,1,1,5,1315.478
2,5,2,6,1,1315.744
9,7,7,7,2,1315.816
4,1,6,4,1,1318.54
1,3,1,3,4,1320.25
2,3,2,1,2,1321.272
2,6,7,1,1,1322.296
4,2,5,5,1,1322.601
3,4,4,3,1,1323.286
7,3,5,9,1,1324.215
1,1,4,9,3,1324.929
2,6,1,4,1,1325.922
1,2,1,1,3,1326.815
4,2,6,4,2,1330.579
2,1,1,4,1,1332.964
6,2,1,6,4,1333.51
3,3,3,9,1,1334.064
3,5,7,2,4,1334.435
4,5,3,2,1,1335.743
5,8,4,2,1,1335.819
6,1,8,9,2,1335.893
9,6,2,4,2,1337.674
6,7,5,2,1,1338.017
7,9,1,3,2,1339.515
1,8,1,3,1,1340.079
4,6,4,1,1,1340.62
7,5,8,4,1,1341.25
1,1,5,2,1,1341.439
1,7,5,8,2,1342.422
4,5,2,5,1,1343.825
1,2,1,3,5,1345.557
1,8,4,5,1,1352.273
1,3,6,6,1,1352.802
8,1,6,4,5,1353.406
3,9,2,7,1,1355.186
8,1,5,9,1,1356.166
5,2,5,4,3,1356.725
4,8,4,5,3,1361.803
8,2,8,4,1,1363.433
9,3,7,6,1,1364.052
3,1,7,2,4,1364.876
4,6,1,1,2,1364.905
6,9,7,8,3,1365.526
3,5,3,3,3,1365.622
6,6,2,4,2,1366.726
4,6,5,2,1,1366.963
7,6,2,1,3,1367.554
6,9,2,4,1,1367.87
5,4,2,3,1,1369
5,7,7,1,1,1370.843
2,4,9,4,3,1371.815
8,1,2,2,1,1372.464
8,9,1,5,1,1375.177
5,2,7,8,2,1375.988
1,5,5,9,4,1376.575
6,3,3,1,1,1376.741
8,6,1,9,1,1377.093
3,2,2,2,1,1377.168
4,1,2,8,4,1379.629
3,6,7,7,1,1381.581
7,7,5,7,1,1382.559
1,5,1,3,1,1384.729
5,4,4,9,1,1384.749
2,6,1,2,1,1384.907
7,4,1,4,3,1385.325
8,2,1,6,1,1385.557
1,9,7,5,4,1387.604
4,6,7,6,1,1387.639
2,7,1,7,3,1388.996
2,3,4,6,2,1389.079
3,4,3,9,1,1392.202
6,3,7,6,1,1392.512
1,7,3,2,2,1393.337
9,8,5,6,2,1394.609
9,5,5,7,1,1395.045
2,4,6,2,1,1395.055
5,4,5,1,2,1395.091
6,5,1,1,1,1395.678
1,5,4,5,3,1396.956
1,3,5,5,4,1398.261
3,6,1,4,5,1399.867
2,6,1,6,2,1400.532
6,1,5,8,1,1402.238
1,9,8,7,1,1403.061
8,9,3,1,1,1403.893
3,9,5,2,2,1407.727
7,2,9,6,2,1409.22
2,4,4,8,1,1412.067
4,5,5,4,1,1413.307
1,7,6,3,1,1413.72
3,8,3,1,1,1413.764
4,7,7,5,3,1413.924
6,9,8,8,1,1414.153
1,7,2,4,2,1414.206
9,2,6,4,3,1414.3
7,3,8,2,5,1414.722
2,5,4,1,2,1415.176
2,1,4,4,3,1417.204
6,2,2,1,7,1418.25
4,2,2,6,3,1418.751
4,1,4,5,2,1418.943
6,4,6,9,1,1419.234
6,2,3,5,4,1421.1
1,5,1,2,2,1422.335
2,2,4,7,2,1422.93
5,8,2,9,1,1426.742
3,6,5,3,4,1426.849
2,4,3,2,4,1431.302
4,8,8,5,1,1432.668
7,6,4,5,1,1434.14
1,4,1,8,2,1435.852
3,5,6,8,3,1436.941
4,5,9,7,1,1439.364
9,4,7,8,3,1439.811
2,3,3,7,4,1442.51
8,3,5,3,1,1442.632
8,1,8,8,1,1443.254
2,3,8,8,2,1445.295
5,1,4,2,1,1447.585
5,5,4,3,3,1448.797
3,5,2,1,3,1450.112
2,2,6,4,1,1451.626
4,7,1,2,3,1454.491
9,3,8,3,1,1456.268
9,1,1,1,2,1457.039
7,2,3,1,6,1457.169
1,1,5,1,1,1458.099
1,3,4,1,1,1460.339
2,7,6,7,3,1460.828
1,7,3,8,2,1461.287
7,4,6,1,3,1461.406
2,3,5,9,2,1461.692
1,1,5,1,1,1462.241
7,7,3,1,4,1463.519
3,4,1,5,3,1464.06
5,5,6,2,1,1464.76
7,5,6,7,3,1464.949
6,4,1,4,3,1466.314
1,9,3,1,3,1469.365
2,1,4,8,2,1469.48
6,3,1,5,5,1470.018
1,1,1,2,5,1472.122
6,1,1,9,1,1472.664
9,3,6,5,1,1473.32
1,1,5,2,1,1473.549
1,9,6,3,1,1473.788
4,5,5,1,1,1473.957
1,1,1,3,4,1474.53
7,2,4,5,1,1479.89
5,4,6,2,4,1480.019
8,9,3,3,1,1480.703
6,2,3,2,2,1481.779
1,3,7,3,4,1481.797
2,2,4,7,1,1483.867
3,6,7,9,3,1485.113
8,6,1,6,2,1485.135
6,9,6,3,1,1486.618
3,7,5,8,1,1487.65
6,1,5,2,3,1487.651
6,8,1,3,2,1487.921
6,6,5,7,2,1489.826
2,3,6,2,4,1490.61
2,1,7,6,1,1491.7
9,3,8,7,1,1492.797
7,3,2,4,1,1493.409
1,1,4,6,1,1493.514
6,1,2,9,3,1493.57
8,2,8,5,2,1494.374
3,6,9,8,1,1495.328
7,2,5,4,4,1496.504
8,2,4,2,1,1497.574
9,2,8,1,3,1498.085
7,2,2,8,1,1499.033
6,9,6,7,1,1499.294
4,7,5,7,3,1500.086
2,5,2,7,3,1500.431
3,5,4,5,1,1502.096
8,6,3,3,4,1502.398
2,1,7,1,5,1503.267
4,3,4,1,1,1503.508
8,4,5,2,1,1503.565
8,1,3,8,3,1504.046
5,1,1,5,6,1504.123
7,4,7,4,2,1504.432
5,6,7,6,1,1504.644
2,5,3,1,3,1504.742
5,4,5,8,3,1504.906
6,4,4,1,3,1505.325
2,4,2,8,1,1505.421
4,7,1,8,2,1505.865
3,9,7,8,1,1506.483
6,4,4,9,1,1507.054
8,2,6,1,1,1507.846
9,3,1,3,3,1508.169
8,4,9,5,1,1508.173
1,5,2,1,2,1508.932
4,9,1,8,5,1509.142
2,8,4,5,1,1510.159
6,4,7,2,2,1510.849
2,4,6,5,5,1510.987
8,4,5,8,5,1510.993
4,3,7,5,1,1511.677
3,6,3,8,2,1511.751
3,6,1,9,3,1511.864
7,4,5,2,1,1512.39
2,4,1,6,1,1513.561
2,1,5,1,1,1513.616
8,4,1,7,6,1514.151
3,2,6,1,6,1514.498
7,4,1,2,2,1514.857
1,2,3,6,6,1515.836
3,7,5,3,3,1516.645
5,8,1,4,2,1517.42
3,2,3,4,2,1517.537
5,5,3,8,3,1517.723
3,2,5,2,5,1517.936
2,8,7,2,3,1518.823
2,9,5,6,1,1519.146
3,6,3,8,1,1519.306
3,5,6,5,2,1520.302
3,1,1,3,3,1520.438
9,1,5,6,2,1521.208
1,5,1,6,4,1522.409
4,1,4,6,5,1522.749
4,6,3,4,3,1522.867
8,6,4,6,2,1523.063
3,8,2,1,4,1523.522
6,7,6,5,4,1523.695
3,3,4,4,4,1523.982
5,4,3,6,4,1524.233
3,7,5,5,3,1525.517
4,2,8,1,5,1527.021
4,6,2,8,2,1527.104
3,4,2,1,4,1527.55
6,1,2,6,5,1527.876
7,2,6,9,1,1527.886
2,1,8,7,4,1528.187
3,1,4,9,6,1528.865
9,1,8,5,1,1529.544
5,8,3,4,1,1531.497
3,1,2,7,2,1531.676
4,5,1,4,5,1532.316
2,5,2,7,1,1532.841
1,3,6,2,6,1532.917
3,3,4,3,8,1533.127
9,1,2,4,4,1533.759
3,5,7,6,1,1535.367
5,5,1,7,1,1535.966
3,9,1,9,2,1536.516
3,8,8,1,1,1536.648
2,7,1,5,1,1536.732
4,2,5,4,4,1536.807
3,3,3,5,3,1537.734
5,6,9,7,1,1537.913
5,4,3,4,2,1537.926
7,2,4,1,3,1537.959
3,1,6,1,1,1538.965
1,1,3,2,4,1539.041
4,2,6,3,2,1539.072
7,1,2,3,1,1539.076
7,1,1,5,3,1539.176
2,4,1,3,6,1539.295
1,1,9,2,5,1539.395
8,6,2,2,3,1539.73
2,4,4,5,2,1540.341
4,8,8,6,1,1540.614
1,2,5,8,3,1540.669
3,7,1,5,2,1540.798
9,1,2,2,1,1541.055
9,4,5,5,1,1541.847
1,8,1,3,4,1541.889
1,2,2,4,3,1542.1
9,1,1,7,2,1542.282
4,2,5,7,2,1542.45
2,7,7,6,3,1543.674
6,4,8,8,1,1543.943
8,1,6,2,3,1544.701
2,8,5,9,2,1545.03
6,2,9,9,3,1545.342
1,7,8,2,1,1546.2
1,1,6,3,2,1546.635
2,6,9,1,2,1546.86
3,3,4,4,2,1547.396
3,6,4,8,2,1548.565
9,1,5,4,2,1549.441
4,4,8,2,2,1550.186
1,1,8,2,2,1551.889
2,2,8,9,2,1552.094
2,3,2,1,9,1552.5
4,9,1,2,2,1552.6
7,8,5,9,5,1553.763
5,3,3,2,2,1554.116
5,4,9,5,1,1554.903
1,1,9,1,5,1555.126
5,2,4,3,1,1556.534
6,9,6,9,3,1556.562
7,7,5,1,2,1556.582
6,4,6,5,1,1556.655
5,9,3,9,2,1556.842
3,7,1,8,3,1557.557
7,5,2,5,5,1558.373
2,6,2,3,1,1558.737
6,5,3,3,2,1559.693
2,4,8,1,1,1559.8
2,7,2,1,4,1560.209
2,8,3,6,2,1560.666
1,7,2,5,2,1560.671
3,1,3,9,3,1560.923
5,1,7,3,2,1561.09
9,5,1,2,4,1561.16
7,9,1,4,5,1561.541
4,2,6,2,4,1561.649
6,3,3,5,3,1561.914
1,1,8,2,6,1561.986
1,1,7,6,2,1561.988
2,4,1,6,3,1562.189
4,3,6,3,4,1562.334
9,8,7,3,2,1562.701
3,8,3,5,1,1563.541
2,3,3,4,4,1563.711
4,6,5,1,3,1563.843
1,5,1,1,9,1564.424
4,2,1,7,4,1564.494
5,3,2,3,5,1565.443
9,3,9,5,2,1565.598
1,9,8,6,3,1565.963
2,6,1,8,4,1566.332
4,5,3,2,2,1566.676
3,1,5,4,2,1566.911
2,1,7,1,4,1567.004
2,1,7,1,1,1567.111
3,1,7,2,4,1567.994
7,7,1,7,3,1568.427
2,2,3,5,2,1568.725
5,5,2,4,9,1568.765
5,2,3,1,4,1569.304
1,9,9,2,2,1569.586
1,8,6,5,2,1569.61
3,7,8,9,3,1569.656
5,9,6,1,6,1569.714
7,2,7,6,1,1569.988
8,4,6,3,1,1570.136
2,4,1,2,3,1570.818
4,2,9,6,2,1570.86
5,7,3,3,1,1570.893
5,2,1,9,4,1571.425
6,4,8,1,1,1571.488
1,2,1,7,1,1571.685
8,2,7,2,3,1571.794
5,3,5,2,4,1572.038
6,1,7,3,1,1572.365
3,2,8,5,2,1572.398
1,6,8,3,2,1572.921
2,1,2,9,6,1573.064
3,2,4,2,2,1573.244
3,1,2,1,5,1573.513
5,4,4,1,5,1573.673
5,4,8,4,3,1574.076
6,1,1,9,6,1574.319
5,7,4,4,2,1574.565
9,9,4,4,2,1574.597
7,5,6,3,4,1574.778
4,1,1,3,9,1574.807
4,1,1,9,1,1575.597
6,1,6,4,2,1576.681
9,2,5,4,2,1576.824
7,5,2,2,2,1577.614
8,1,4,4,1,1577.843
4,8,3,5,1,1578.238
2,8,1,4,7,1578.246
1,6,6,2,3,1578.956
1,6,5,1,4,1579.571
1,3,1,1,4,1580.053
2,1,3,2,1,1580.51
3,1,6,5,5,1580.539
3,2,7,1,1,1581.135
1,3,6,8,2,1581.718
3,4,3,5,5,1582.859
1,3,9,4,3,1582.956
6,1,5,1,3,1583.052
8,5,3,5,2,1583.06
3,2,8,4,1,1583.576
7,5,2,1,1,1583.768
1,8,1,4,1,1584.351
1,8,6,1,5,1584.471
5,2,1,2,2,1584.481
3,3,4,5,2,1584.536
3,1,9,5,6,1585.143
6,5,4,4,3,1585.231
9,8,5,8,4,1585.676
6,1,5,3,1,1585.967
3,4,1,4,2,1586.041
4,8,3,3,2,1586.071
7,3,5,4,3,1586.13
9,2,1,2,5,1586.629
5,8,5,1,1,1586.769
1,2,7,2,4,1587.32
9,3,3,7,3,1587.511
8,2,5,4,4,1588.046
2,7,5,2,1,1588.12
3,9,6,1,1,1589.091
7,5,2,4,1,1589.612
1,3,4,7,1,1589.939
8,3,2,7,1,1589.982
1,9,1,2,3,1590.238
1,1,5,2,4,1590.423
1,1,3,7,4,1590.814
4,1,7,5,2,1591.249
1,8,3,1,3,1592.027
6,8,4,4,1,1592.241
6,6,2,5,3,1592.359
7,5,2,4,1,1592.364
2,1,9,3,2,1593.895
3,1,2,7,5,1593.907
2,8,3,2,4,1594.929
4,8,1,7,2,1595.335
6,6,2,8,1,1595.575
2,5,7,2,1,1595.6
2,2,4,9,1,1595.716
4,9,1,9,1,1596.109
5,8,8,5,1,1596.211
9,2,3,5,1,1596.871
4,5,5,2,6,1597.002
4,6,6,6,3,1597.06
5,8,8,6,5,1597.125
7,5,2,4,3,1597.423
1,1,8,7,4,1597.721
5,2,1,4,4,1597.742
8,9,5,3,1,1597.979
5,7,3,3,1,1598.552
2,6,8,1,3,1598.743
2,8,7,3,1,1598.843
3,3,3,9,1,1600.267
3,7,8,1,7,1601.18
2,2,3,2,3,1601.429
1,2,3,6,4,1601.557
5,2,6,1,7,1601.557
3,9,1,6,1,1601.717
6,2,5,9,3,1601.833
4,7,7,1,1,1601.871
1,2,1,6,1,1601.977
6,2,4,7,1,1602.328
8,6,7,2,1,1602.751
4,2,1,7,6,1603.757
2,4,2,2,7,1605.344
2,3,2,7,2,1605.391
4,5,4,2,1,1606.079
1,5,8,9,3,1606.6
1,2,3,1,1,1606.624
4,1,1,6,3,1606.908
6,3,5,3,1,1607.02
3,7,9,9,1,1608.406
1,8,1,8,1,1609.056
7,3,3,9,4,1609.184
1,1,4,5,5,1609.888
5,4,6,6,3,1609.935
4,9,7,1,1,1610.229
1,3,6,6,1,1610.397
1,6,3,6,1,1610.747
7,2,2,3,4,1611.565
5,3,3,7,4,1611.822
5,1,8,8,5,1612.426
1,3,3,3,3,1613.49
3,7,2,8,4,1613.938
1,1,3,8,6,1614.727
6,5,5,7,6,1615.01
5,4,4,3,1,1615.338
5,1,7,8,4,1615.816
3,6,5,7,3,1615.862
3,6,9,6,3,1616.479
2,2,3,2,6,1616.946
5,9,7,3,1,1616.952
4,4,3,1,4,1616.976
6,1,2,8,3,1617.668
6,2,9,8,2,1618.242
8,1,4,7,2,1618.378
8,7,9,1,3,1619.111
3,6,2,7,4,1619.683
3,6,2,3,7,1620.266
1,7,3,2,7,1620.382
5,9,7,3,2,1620.491
8,1,2,9,1,1621.251
7,8,4,2,2,1621.62
1,2,6,5,3,1622.34
5,1,1,2,7,1622.699
3,7,5,2,8,1623.326
1,8,2,2,2,1623.466
3,9,1,1,1,1623.576
2,6,5,9,2,1623.639
1,7,2,4,1,1623.74
4,4,5,1,2,1623.844
2,7,1,1,1,1624.351
9,9,6,8,1,1625.148
4,8,8,2,4,1625.382
6,2,6,6,2,1625.451
2,2,6,3,5,1625.63
2,2,2,1,3,1625.969
9,6,4,2,3,1626.336
5,7,2,5,1,1626.595
7,3,5,7,2,1627.215
3,7,1,7,1,1627.529
4,4,6,3,3,1627.792
7,3,1,3,3,1628.07
1,9,1,9,1,1628.516
4,2,1,8,3,1628.595
1,8,6,5,2,1628.946
4,2,8,6,6,1629.173
7,3,9,1,2,1629.993
9,8,7,1,2,1630.878
7,1,3,5,4,1630.893
2,4,2,4,1,1631.658
4,6,2,3,4,1631.785
6,1,6,9,3,1631.795
8,8,3,5,1,1631.897
3,3,3,6,3,1632.292
2,9,5,9,5,1632.562
9,8,5,8,2,1633.359
5,5,3,8,4,1633.703
3,6,4,7,3,1634.066
2,5,5,2,1,1634.141
3,1,7,6,3,1634.174
2,7,1,3,5,1634.359
5,5,7,2,3,1634.956
7,4,8,1,4,1635.048
7,8,6,3,4,1635.284
7,8,1,1,3,1636.846
9,4,3,9,1,1637.009
7,4,6,4,3,1637.97
2,1,5,1,4,1638.138
8,1,8,5,3,1638.387
7,1,7,9,2,1638.447
2,3,1,1,2,1638.661
2,3,2,5,5,1638.94
7,5,3,1,5,1639.347
9,6,4,1,2,1639.714
2,3,2,5,4,1640.444
2,6,1,4,7,1640.636
7,4,3,2,2,1640.755
3,7,1,3,3,1641.587
3,2,5,2,1,1642.144
1,3,4,1,9,1642.403
7,4,4,1,3,1642.453
1,3,4,9,2,1642.753
2,3,4,1,4,1643.524
3,9,4,5,1,1643.948
5,3,5,3,5,1644.65
5,6,5,3,1,1644.681
7,5,1,1,2,1644.704
4,2,7,3,2,1644.746
8,2,2,1,1,1644.763
5,9,1,1,4,1644.842
2,1,7,7,1,1645.048
7,4,7,6,4,1645.049
2,9,2,5,2,1645.16
4,6,1,7,4,1645.822
4,2,5,5,3,1646.372
4,9,9,1,3,1646.405
4,4,9,1,1,1646.467
5,4,2,3,4,1646.545
8,1,7,9,2,1646.926
4,5,1,2,7,1647.998
4,7,1,1,5,1648.29
1,8,2,4,6,1648.565
8,3,2,9,1,1648.733
5,3,5,9,1,1649.403
7,1,7,8,2,1649.862
2,4,8,3,1,1649.936
4,1,2,8,2,1650.418
2,3,6,4,2,1650.714
6,1,6,5,2,1650.901
5,6,3,8,1,1651.649
2,3,3,2,2,1651.825
6,4,1,4,5,1652.488
7,5,3,5,1,1652.673
6,7,4,7,2,1652.771
4,3,8,2,4,1653.694
1,3,1,7,2,1654.057
9,6,3,3,4,1654.079
4,6,1,5,2,1654.129
3,1,9,3,5,1654.664
6,7,4,3,3,1655.028
3,3,5,7,3,1655.623
6,2,2,4,2,1655.737
4,1,5,8,2,1656.264
5,4,3,1,2,1656.376
2,5,1,4,1,1657.038
6,6,5,1,3,1657.301
6,2,6,1,6,1657.351
8,4,8,2,2,1657.376
6,7,9,4,3,1657.415
1,9,1,2,6,1657.698
8,9,7,4,1,1657.752
5,5,2,8,3,1657.875
3,1,7,7,2,1658.78
6,1,2,3,7,1658.884
3,2,3,5,4,1659.074
7,5,6,3,4,1659.342
5,9,3,7,3,1659.433
5,3,3,2,6,1659.515
8,2,5,9,5,1659.683
8,9,2,3,5,1659.737
5,9,9,3,1,1660.263
7,4,9,8,2,1660.396
3,6,8,3,4,1662.27
3,1,3,6,5,1662.426
1,1,2,9,2,1662.7
3,7,8,7,1,1662.897
3,6,1,5,1,1662.907
8,9,6,5,2,1663.067
6,7,3,8,2,1663.453
6,1,3,3,4,1663.96
1,9,3,5,2,1664.743
2,2,6,8,4,1664.879
8,6,7,5,1,1666.392
3,8,3,7,2,1666.411
4,4,1,1,6,1666.638
7,3,6,6,1,1667.085
7,2,8,3,1,1667.718
2,3,6,5,2,1668.253
7,6,1,3,6,1668.379
3,5,9,3,1,1668.389
2,3,3,2,2,1668.465
9,2,7,9,4,1669.372
6,4,1,1,7,1670.584
3,2,5,7,1,1671.236
5,2,2,4,2,1671.263
9,7,8,7,2,1671.848
1,1,2,2,4,1672.524
2,1,8,4,6,1673.982
2,3,4,9,7,1674.708
7,1,7,2,5,1674.809
7,4,6,1,3,1675.069
1,7,4,8,5,1675.282
4,6,6,5,2,1675.434
3,5,7,3,2,1676.022
1,1,9,9,4,1676.417
1,9,3,8,2,1676.749
6,8,1,5,4,1677.358
4,7,7,5,1,1677.626
7,8,3,2,3,1678.255
2,9,1,7,3,1678.442
4,1,7,2,3,1678.807
4,4,5,2,5,1678.846
1,8,2,3,1,1679.322
7,8,3,6,3,1679.961
5,4,5,1,1,1680.202
5,9,5,1,3,1680.458
2,8,2,1,5,1680.529
5,9,2,5,2,1680.549
6,4,6,9,1,1680.56
2,7,2,8,4,1681.027
3,8,3,6,2,1681.066
5,3,1,9,5,1681.557
5,3,8,7,1,1681.88
2,1,3,2,5,1682.254
2,2,9,7,3,1682.257
6,7,4,6,2,1683.169
4,4,1,1,2,1683.261
1,8,1,2,7,1683.569
7,5,6,3,1,1685.092
3,2,2,1,8,1685.389
4,2,5,7,7,1686.13
5,8,2,4,1,1687.122
8,4,9,6,3,1687.234
3,3,9,2,1,1687.523
4,2,3,9,3,1688.094
6,6,1,6,2,1688.182
5,4,3,5,2,1688.591
3,3,7,6,5,1688.705
1,7,3,9,2,1689.706
1,3,4,9,5,1690.043
7,2,2,4,3,1690.619
9,3,3,3,3,1691.637
5,3,3,3,4,1691.851
8,7,1,5,2,1692.823
9,1,2,8,2,1692.944
2,9,3,5,3,1692.959
1,8,8,4,1,1693.165
8,6,9,2,1,1693.491
2,2,4,6,3,1693.695
5,5,6,8,2,1693.959
6,5,1,5,5,1694.077
2,4,1,2,4,1694.107
1,6,9,2,3,1694.116
2,7,6,8,4,1694.61
9,3,2,7,6,1694.724
7,4,7,5,1,1694.881
3,7,5,7,2,1694.954
7,5,6,1,3,1695.241
3,6,5,2,3,1695.363
3,7,5,4,3,1695.364
1,2,3,1,1,1695.915
8,3,1,6,5,1696.121
2,5,5,8,3,1696.61
1,3,2,4,1,1696.611
3,7,4,8,2,1697.451
3,9,1,7,2,1697.832
4,1,8,5,5,1698.008
3,3,5,1,2,1698.401
4,5,5,4,2,1698.417
6,2,3,1,6,1698.499
6,2,8,8,2,1698.599
6,5,2,2,8,1700.36
2,4,3,5,4,1700.739
6,2,2,3,7,1701.024
7,2,1,4,3,1701.038
3,6,8,5,1,1701.3
7,1,2,9,6,1701.41
5,2,8,6,2,1701.701
9,5,6,7,3,1702.163
3,2,9,1,2,1702.655
3,8,3,4,9,1702.807
8,8,2,1,1,1704.002
2,9,2,4,5,1704.382
8,4,4,1,2,1705.353
6,7,2,1,1,1705.995
1,3,2,1,2,1706.441
5,3,8,2,4,1706.646
6,2,1,6,3,1706.945
9,1,6,9,3,1707.53
9,2,5,3,2,1707.532
3,6,7,1,3,1708.339
